2500000 9.55835e-07
5000000 1.48918e-06
7500000 1.2901e-06
10000000 1.45443e-06
12500000 1.42995e-06
15000000 1.63783e-06
17500000 1.38416e-06
20000000 1.76836e-06
22500000 1.84234e-06
25000000 1.969e-06
27500000 1.6274e-06
30000000 1.70816e-06
32500000 1.94391e-06
35000000 1.79665e-06
37500000 1.87597e-06
40000000 1.86827e-06
42500000 1.94186e-06
45000000 2.13003e-06
47500000 2.09548e-06
50000000 1.82697e-06
52500000 1.82657e-06
55000000 1.76217e-06
57500000 2.14242e-06
60000000 2.08241e-06
62500000 2.08009e-06
65000000 2.20545e-06
67500000 1.99513e-06
70000000 2.00573e-06
72500000 1.99431e-06
75000000 2.16761e-06
77500000 2.34984e-06
80000000 2.02411e-06
82500000 2.11394e-06
85000000 1.93908e-06
87500000 2.24863e-06
90000000 2.31208e-06
92500000 2.28381e-06
95000000 2.30116e-06
97500000 2.57098e-06
100000000 2.24422e-06
